"","Name","Edition","City","Country","Owner","Seeker","Trader","Rarity","WillingnessToTrade","Popularity"
"4055","Stockholm Icon Tumbler","Icon Tumbler","Stockholm","Sweden",21,11,0,0.0250569476082005,0,0.0191431175934366
"4056","Sharjah - Sohar Fort in....Oman???","08 Icon Edition","Sharjah","United Arab Emirates",273,231,4,0.105239179954442,0.0218978102189781,0.248860528714676
"4057","Copenhagen Icon Tumbler","Icon Tumbler","Copenhagen","Denmark",22,10,1,0.0113895216400911,0.0652173913043478,0.0200546946216955
"4058","Singapore Icon Tumbler","Icon Tumbler","Singapore","Singapore",40,5,8,0.00126550240445457,0.292682926829268,0.0364630811303555
"4059","Arizona Icon Tumbler","Icon Tumbler","Arizona","USA",33,9,6,0.00292873413602343,0.264705882352941,0.0300820419325433
"4060","Singapore Icon Tumbler","Icon Tumbler","Singapore","Singapore",40,7,8,0.0017717033662364,0.292682926829268,0.0364630811303555
"4061","Denver Icon Tumbler","Icon Tumbler","Denver","USA",23,11,7,0.00313211845102506,0.4375,0.0209662716499544
"4062","2011 White on Black Siren Logo - Version #1","Limited Edition","Various","USA",81,4,7,0.00113895216400911,0.128048780487805,0.0738377392889699
"4063","Oktoberfest / Germany demitasse","08 Icon Edition Mini","Oktoberfest","Germany",80,27,6,0.00878620240807029,0.111111111111111,0.072926162260711
"4064","Oktoberfest 2011 - The Pretzel","08 Icon Edition","Oktoberfest","Germany",620,136,60,0.00507860637066358,0.144927536231884,0.56517775752051
"4065","Bielefeld","08 Icon Edition Mini","Bielefeld","Germany",55,15,6,0.00488122356003905,0.160714285714286,0.0501367365542388
"4066","Villahermosa - Olmec Colossal Head","08 Icon Edition","Villahermosa","Mexico",273,218,14,0.0331055429005315,0.0766423357664234,0.248860528714676
"4067","Espresso Roast","Coffee Origin Series","Seattle","USA",20,4,0,0.00911161731207289,0,0.0182315405651778
"4068","Japan Reserve Mug","Coffee Origin Series","Tokyo","Japan",13,3,1,0.00341685649202733,0.107142857142857,0.0118505013673655
"4069","Hefei - Bao Zheng Statue","08 Icon Edition","Hefei","China",284,155,22,0.0153510943844706,0.115789473684211,0.258887876025524
"4070","Starbucks logo mug","Limited Edition","Various","USA",17,0,0,0,0,0.0154968094804011
"4071","2009 16 oz. logo mug","Limited Edition","Various","USA",34,1,2,0.000759301442672741,0.0857142857142857,0.0309936189608022
"4072","Starbucks - Orange flower","Asian Artsy Design Mugs","Various","China",6,2,1,0.00227790432801822,0.214285714285714,0.00546946216955333
"4073","Starbucks logo mug - Indonesia","Limited Edition","Various","Indonesia",1,4,0,0.00911161731207289,0,0.000911577028258888
"4074","Bogor","Indonesia Dancers","Bogor","Indonesia",73,22,11,0.00417615793470008,0.222972972972973,0.0665451230628988
"4075","Surabaya","Indonesia Dancers","Surabaya","Indonesia",57,26,3,0.0148063781321185,0.0775862068965517,0.0519598906107566
"4076","Makassar","Indonesia Dancers","Makassar","Indonesia",63,23,10,0.00476289086767447,0.234375,0.0574293527803099
"4077","Batak Karo Dance","Indonesia Dancers","Medan","Indonesia",64,24,6,0.00780995769606248,0.138461538461538,0.0583409298085688
"4078","Balikpapan","Indonesia Dancers","Balikpapan","Indonesia",62,23,9,0.00523917995444191,0.214285714285714,0.056517775752051
"4079","Hiroshima I","Japan Country Series","Hiroshima","Japan",59,40,1,0.0455580865603645,0.025,0.0537830446672744
"4080","Javanese Palace Dance","Indonesia Dancers","Yogyakarta","Indonesia",79,22,7,0.00626423690205011,0.13125,0.0720145852324521
"4081","Japan - Kickback with blend at B-side","Limited Edition","Tokyo","Japan",4,8,0,0.0182232346241458,0,0.00364630811303555
"4082","Qatar I - Aspire Tower","08 Icon Edition","Various","Qatar",139,308,2,0.233864844343204,0.0214285714285714,0.126709206927985
"4083","Lebanon - Lebanon Cedar","08 Icon Edition","Various","Lebanon",337,169,21,0.0174984468834127,0.0931952662721894,0.307201458523245
"4084","Guatemala - Santa Catalina Arch","08 Icon Edition","Various","Guatemala",335,176,14,0.0267274107820805,0.0625,0.305378304466727
"4085","Lisboa (Portugal mug no cross on sails)","08 Icon Edition Mini","Lisbon","Portugal",47,36,2,0.0273348519362187,0.0625,0.0428441203281677
"4086","Merida - Dzibilchaltun Temple of Seven Dolls","08 Icon Edition","Merida","Mexico",312,205,19,0.0233485193621868,0.0910543130990415,0.284412032816773
"4087","Starbucks - VIA series - Japan","Coffee Origin Series","Tokyo","Japan",4,3,0,0.00683371298405467,0,0.00364630811303555
"4088","2010 Guatemala Antigua","Coffee Origin Series","Guatemala","Guatemala",2,3,0,0.00683371298405467,0,0.00182315405651778
"4089","Malay Dance","Indonesia Dancers","Batam","Indonesia",78,20,12,0.00350446819695111,0.227848101265823,0.0711030082041933
"4090","Hawaii Hibiscus Flower Lei Mug","Limited Edition","Various","USA",58,13,6,0.00423039375203384,0.152542372881356,0.0528714676390155
"4091","Espresso Roast","Coffee Origin Series","Various","USA",1,0,0,0,0,0.000911577028258888
"4092","Kunming","08 Icon Edition Mini","Kunming","China",33,21,5,0.00797266514806378,0.220588235294118,0.0300820419325433
"4093","Amsterdam Relief Mug","Relief Series","Amsterdam","Netherlands",238,125,7,0.0355922551252847,0.0439330543933054,0.216955332725615
"4094","Indonesia - 9th Anniversary White on Green Siren","Starbucks Anniversary Mugs","Various","Indonesia",12,3,0,0.00683371298405467,0,0.0109389243391067
"4095","Starbucks - VIA series - Italian Roast","Coffee Origin Series","Various","Japan",35,3,8,0.000759301442672741,0.333333333333333,0.0319051959890611
"4096","Starbucks - VIA series - Columbia","Coffee Origin Series","Various","Japan",34,2,9,0.000455580865603645,0.385714285714286,0.0309936189608022
"4097","Jeddah - Nasseef House","08 Icon Edition","Jeddah","Saudi Arabia",435,105,28,0.00824758463592805,0.0963302752293578,0.396536007292616
"4098","Jordan - Temple of Artemis","08 Icon Edition","Various","Jordan",362,181,20,0.0196333658748237,0.0826446280991736,0.329990884229717
"4099","Starbucks - VIA series - VIA","Coffee Origin Series","Various","Japan",4,1,0,0.00227790432801822,0,0.00364630811303555
"4100","Sharm El Sheikh","08 Icon Edition Mini","Sharm el-Sheikh","Egypt",32,44,3,0.0250569476082005,0.136363636363636,0.0291704649042844
"4101","Lyon - Shield","08 Icon Edition Mini","Lyon","France",70,23,7,0.00654897494305239,0.147887323943662,0.0638103919781221
"4102","San Diego Raised Letters","Rejected Prototype","San Diego","USA",2,17,0,0.0387243735763098,0,0.00182315405651778
"4103","2010 Tribute Blend","Coffee Blend Series","Various","USA",3,5,0,0.0113895216400911,0,0.00273473108477666
"4104","2010 Taipei Int'l Flora Expo - Hydrangea","Asian Artsy Design Mugs","Taipei","Taiwan",6,5,2,0.00379650721336371,0.428571428571429,0.00546946216955333
"4105","2010 Taipei Int'l Flora Expo - Tulip","Asian Artsy Design Mugs","Taipei","Taiwan",6,6,1,0.00683371298405467,0.214285714285714,0.00546946216955333
"4106","2010 Taipei Int'l Flora Expo - Orchid","Asian Artsy Design Mugs","Taipei","Taiwan",6,7,1,0.00797266514806378,0.214285714285714,0.00546946216955333
"4107","2010 Taipei Int'l Flora Expo - Sunflower","Asian Artsy Design Mugs","Taipei","Taiwan",5,5,1,0.00569476082004556,0.25,0.00455788514129444
"4108","2010 Taipei Int'l Flora Expo - Lily","Asian Artsy Design Mugs","Taipei","Taiwan",8,5,2,0.00379650721336371,0.333333333333333,0.0072926162260711
"4109","Meet friends for Coffee","Limited Edition","Various","China",3,2,0,0.00455580865603645,0,0.00273473108477666
"4110","Fun Japan 2002 series - 2","Limited Edition","Tokyo","Japan",8,6,0,0.0136674259681093,0,0.0072926162260711
"4111","Fun Japan 2002 series - 1","Limited Edition","Tokyo","Japan",5,6,0,0.0136674259681093,0,0.00455788514129444
"4112","French Roast Blend","Coffee Blend Series","Various","USA",4,2,0,0.00455580865603645,0,0.00364630811303555
"4113","Espresso Roast","Coffee Origin Series","Various","USA",4,1,0,0.00227790432801822,0,0.00364630811303555
"4114","2011 Taiwan Cherry Blossom mug","Asian Artsy Design Mugs","Taipei","Taiwan",10,7,0,0.0159453302961276,0,0.00911577028258888
"4115","Egypt - The Lotus","08 Icon Edition Mini","Egypt","Egypt",28,46,4,0.0209567198177677,0.206896551724138,0.0255241567912489
"4116","Cairo - Pyramids & Sphinx","08 Icon Edition Mini","Cairo","Egypt",27,55,1,0.0626423690205011,0.0535714285714286,0.02461257976299
"4117","Starbucks Logo mug - White","Limited Edition","Various","USA",12,2,2,0.00151860288534548,0.230769230769231,0.0109389243391067
"4118","Starbucks Logo","Limited Edition","Various","USA",3,4,0,0.00911161731207289,0,0.00273473108477666
"4119","Macchiato Latte","Limited Edition","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"4120","Year of the dragon","Asian Artsy Design Mugs","Tokyo","Japan",2,10,0,0.0227790432801822,0,0.00182315405651778
"4121","Starbucks Est. 1971 - Shark Abbey","Limited Edition","Various","USA",1,1,0,0.00227790432801822,0,0.000911577028258888
"4122","Celebrating the Moon Festival - The Bunny","Holiday Mugs","Taipei","Taiwan",7,3,0,0.00683371298405467,0,0.00638103919781222
"4123","Blue Flower Leaf","Limited Edition","Various","USA",6,3,0,0.00683371298405467,0,0.00546946216955333
"4124","Japan Sakura mug 2010","Asian Artsy Design Mugs","Various","Japan",19,9,1,0.010250569476082,0.075,0.0173199635369189
"4125","Hokkaido","Japan Country Series","Hokkaido","Japan",156,13,17,0.00164515312579094,0.162420382165605,0.142206016408387
"4126","Little Words","Limited Edition","Various","USA",5,4,1,0.00455580865603645,0.25,0.00455788514129444
"4127","Red Holiday mug with box","Holiday Mugs","Various","USA",20,3,1,0.00341685649202733,0.0714285714285714,0.0182315405651778
"4128","Guadalajara 16 oz","94 CITY MUG Collector Seris","Guadalajara","Mexico",25,7,1,0.00797266514806378,0.0576923076923077,0.0227894257064722
"4129","Coffee Farm Series - Chicago","Coffee Origin Series","Various","Taiwan",7,3,0,0.00683371298405467,0,0.00638103919781222
"4130","Coffee Farm Series - Italia II - Pisa","Coffee Origin Series","Various","Taiwan",6,3,0,0.00683371298405467,0,0.00546946216955333
"4131","White Demitasse Logo","Mini Mugs","Various","USA",17,3,2,0.00227790432801822,0.166666666666667,0.0154968094804011
"4132","Dark Blue Demitasse","Mini Mugs","Various","USA",7,8,1,0.00911161731207289,0.1875,0.00638103919781222
"4133","Globe Demitasse","Mini Mugs","Various","USA",9,6,1,0.00683371298405467,0.15,0.00820419325432999
"4134","Truly Demitasse","Mini Mugs","Various","USA",12,5,2,0.00379650721336371,0.230769230769231,0.0109389243391067
"4135","Peach Abbey Mug","Limited Edition","Various","USA",4,4,0,0.00911161731207289,0,0.00364630811303555
"4136","2002 Barista Black Abbey Mug","02 Barista series","Various","USA",4,3,0,0.00683371298405467,0,0.00364630811303555
"4137","2001 Barista Tan Abbey Mug","01 Barista series","Various","USA",9,3,1,0.00341685649202733,0.15,0.00820419325432999
"4138","2001 Barista Dark Green Abbey Mug","01 Barista series","Various","USA",3,1,0,0.00227790432801822,0,0.00273473108477666
"4139","2001 Barista Green Abbey Mug","01 Barista series","Various","USA",5,5,0,0.0113895216400911,0,0.00455788514129444
"4140","2001 Barista Red Abbey Mug","01 Barista series","Various","USA",7,3,0,0.00683371298405467,0,0.00638103919781222
"4141","Orange Abbey Mug","Limited Edition","Various","USA",3,2,0,0.00455580865603645,0,0.00273473108477666
"4142","Ciudad Juarez 20 Oz","94 CITY MUG Collector Seris","Ciudad Juarez","Mexico",21,12,0,0.0273348519362187,0,0.0191431175934366
"4143","2004 Red on White Tea Leaf Logo Mug","Undefined Series","Various","USA",6,2,0,0.00455580865603645,0,0.00546946216955333
"4144","Bali Dancer","Indonesia Dancers","Bali","Indonesia",119,25,14,0.00379650721336371,0.175,0.108477666362808
"4145","2001 Barista Pink Abbey Mug","01 Barista series","Various","USA",3,6,0,0.0136674259681093,0,0.00273473108477666
"4146","2002 Cobalt Blue Barista Abbey Mug","02 Barista series","Various","USA",4,4,0,0.00911161731207289,0,0.00364630811303555
"4147","2001 Barista Teal Abbey Mug","01 Barista series","Various","USA",3,6,0,0.0136674259681093,0,0.00273473108477666
"4148","Tradizione Italiana 1","Limited Edition","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"4149","Tradizione Italiana 2","Limited Edition","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"4150","moose","Christmas Mugs","Various","USA",12,13,0,0.0296127562642369,0,0.0109389243391067
"4151","Star of David","Holiday Mugs","Various","USA",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"4152","Forest Deer","Christmas Mugs","Various","USA",4,2,0,0.00455580865603645,0,0.00364630811303555
"4153","Chinese Year of the Tiger","Asian Artsy Design Mugs","Various","China",9,9,0,0.020501138952164,0,0.00820419325432999
"4154","Thistle","Asian Artsy Design Mugs","Various","Japan",3,6,0,0.0136674259681093,0,0.00273473108477666
"4155","Blue Savanah","Asian Artsy Design Mugs","Various","Japan",4,8,0,0.0182232346241458,0,0.00364630811303555
"4156","Ornament Band","Asian Artsy Design Mugs","Various","Japan",3,5,0,0.0113895216400911,0,0.00273473108477666
"4157","Japan 2010","Japan Country Series","Various","Japan",27,24,0,0.0546697038724374,0,0.02461257976299
"4158","Pike's Brown Short","Limited Edition","Seattle","USA",8,2,0,0.00455580865603645,0,0.0072926162260711
"4159","2008 Logo Mini Mug","Mini Mugs","Various","Germany",31,3,2,0.00227790432801822,0.09375,0.0282588878760255
"4160","Düsseldorf - Global Icon Demitasse","08 Icon Edition Mini","Dusseldorf","Germany",58,23,6,0.00748454279205988,0.152542372881356,0.0528714676390155
"4161","Ruhrpott 2010 - Limited Edition -","Limited Edition","Ruhrgebiet","Germany",55,4,7,0.00113895216400911,0.1875,0.0501367365542388
"4162","Lisboa","94 CITY MUG Collector Seris","Lisbon","Portugal",29,12,2,0.00911161731207289,0.1,0.0264357338195077
"4163","2011 Kenya","Coffee Blend Series","Various","Indonesia",73,3,7,0.000854214123006834,0.141891891891892,0.0665451230628988
"4164","Miami","03 Series City Scenes","Miami","USA",32,5,3,0.00284738041002278,0.136363636363636,0.0291704649042844
"4165","Go fish","Limited Edition","Various","USA",6,3,0,0.00683371298405467,0,0.00546946216955333
"4166","Pink Valentine mug - Baciami","Holiday Mugs","Various","USA",2,4,0,0.00911161731207289,0,0.00182315405651778
"4167","Fore","Limited Edition","Various","USA",7,2,0,0.00455580865603645,0,0.00638103919781222
"4168","Pink Valentine mug - Heart handle - Amore","Holiday Mugs","Various","USA",4,8,0,0.0182232346241458,0,0.00364630811303555
"4169","Valentine mug - Ti amo - Red","Holiday Mugs","Various","USA",3,3,0,0.00683371298405467,0,0.00273473108477666
"4170","Red Valentine mug - Heart handle - Amore","Holiday Mugs","Various","USA",5,5,0,0.0113895216400911,0,0.00455788514129444
"4171","Taiwan Starbucks 13th anniversary - Black","Starbucks Anniversary Mugs","Taipei","Taiwan",4,5,0,0.0113895216400911,0,0.00364630811303555
"4172","Taiwan Starbucks 13th anniversary - Yellow","Starbucks Anniversary Mugs","Taipei","Taiwan",5,5,0,0.0113895216400911,0,0.00455788514129444
"4173","Taiwan Starbucks 13th anniversary - Brown","Starbucks Anniversary Mugs","Taipei","Taiwan",4,4,0,0.00911161731207289,0,0.00364630811303555
"4174","2010 Sumatra","Coffee Blend Series","Various","Indonesia",65,4,8,0.00101240192356365,0.181818181818182,0.0592525068368277
"4175","Boracay Demi Icon","08 Icon Edition Mini","Boracay","Philippines",95,20,11,0.00379650721336371,0.171875,0.0865998176845943
"4176","2 Hearts","Holiday Mugs","Various","USA",12,2,3,0.00113895216400911,0.346153846153846,0.0109389243391067
"4177","Snowflakes","Christmas Mugs","Various","USA",12,1,2,0.000759301442672741,0.230769230769231,0.0109389243391067
"4178","My Valentine","Holiday Mugs","Various","USA",22,5,1,0.00569476082004556,0.0652173913043478,0.0200546946216955
"4179","Copper Plate Est ° 1971","Limited Edition","Various","USA",28,4,3,0.00227790432801822,0.155172413793103,0.0255241567912489
"4180","Changsha Demi Icon","08 Icon Edition Mini","Changsha","China",26,25,3,0.0142369020501139,0.166666666666667,0.0237010027347311
"4181","Fuzhou Demi Icon","08 Icon Edition Mini","Fuzhou","China",32,17,2,0.0129081245254366,0.0909090909090909,0.0291704649042844
"4182","2010 Taipei Int'l Flora Expo - Kite & Bike","Asian Artsy Design Mugs","Taipei","Taiwan",8,6,1,0.00683371298405467,0.166666666666667,0.0072926162260711
"4183","2011 Year of the Rabbit","Asian Artsy Design Mugs","Various","China",41,20,2,0.0151860288534548,0.0714285714285714,0.0373746581586144
"4184","Australia-Made in Thailand 12 Oz","94 CITY MUG Collector Seris","Various","Australia",49,7,5,0.00265755504935459,0.15,0.0446672743846855
"4185","Foshan Demi","08 Icon Edition Mini","Foshan","China",36,21,3,0.0119589977220957,0.121621621621622,0.03281677301732
"4186","Bodrum old logo","Limited Edition","Bodrum","Turkey",21,13,0,0.0296127562642369,0,0.0191431175934366
"4187","New York Raised Letter--Blue","Rejected Prototype","New York","USA",3,19,0,0.0432801822323462,0,0.00273473108477666
"4188","Paris - Happy Holidays 2010","Holiday Mugs","Paris","France",53,47,3,0.0267653758542141,0.0833333333333333,0.0483135824977211
"4189","London - Happy Holidays 2010","Holiday Mugs","London","United Kingdom",64,36,1,0.041002277904328,0.0230769230769231,0.0583409298085688
"4190","Hannover - Herrenhausen Gardens","08 Icon Edition","Hannover","Germany",509,111,52,0.00477070529075515,0.152941176470588,0.463992707383774
"4191","Warsaw - Frederic Chopin Statue","08 Icon Edition","Warsaw","Poland",464,142,30,0.010434271438019,0.0967741935483871,0.422971741112124
"4192","Desk Top Style Mug - White and green COFFEE","Limited Edition","Various","USA",6,2,0,0.00455580865603645,0,0.00546946216955333
"4193","Desk Top Style Mug - White","Limited Edition","Various","USA",5,2,0,0.00455580865603645,0,0.00455788514129444
"4194","Desk Top Style Mug - White","Limited Edition","Various","USA",3,4,0,0.00911161731207289,0,0.00273473108477666
